4.0778
6.4420
2.7239
3.5487
1.6522
2.7707
1.7384
2.7130
3.2885
3.6199
3.2888
0.5533
0.3841
2.9095
2.4761
2.0313
2.7297
0.7979
3.8562
4.3155
2.8601
1.6033
5.2699
2.6237
